Import complete! 2,874 products updated. 767 products were skipped. Failed to import 181 products. View import log. File uploaded: product-wp-catalog-x4aksntfxl.csv
Product	Reason for failure
Tape Advance Carriage (CT57), SKU CT57	No matching product exists to update.
Tape Advance Release Bracket (CT12), SKU CT12	No matching product exists to update.
Tape Spool w/ Tension Adjuster (CT120 / FA362), SKU CT120 / FA362	No matching product exists to update.
Taper Head (CT1), SKU CT1	No matching product exists to update.
Tension Spring 3" - Flusher (CF5-3), SKU CF5-3	No matching product exists to update.
Tension Spring 3" Widetrack - Flusher (CF5-3WT), SKU CF5-3WT	No matching product exists to update.
Tension Spring 3.5" - Flusher (CF5-3.5), SKU CF5-3.5	No matching product exists to update.
Thumb Release Clip (NS32A), SKU NS32A	No matching product exists to update.
Thumb Release Clip Screw (NS32B), SKU NS32B	No matching product exists to update.
Tomahawk 12" Smoothing Blade (SB1-12), SKU SB1-12	No matching product exists to update.
Tomahawk Blade Holder Clip (SB6), SKU SB6	No matching product exists to update.
Tomahawk Blade Holder Spring (SB5), SKU SB5	No matching product exists to update.
Tomahawk Handle Fitting (SB7), SKU SB7	No matching product exists to update.
Tomahawk Left Arm Assembly (SB3-LEFT), SKU SB3-LEFT	No matching product exists to update.
Tomahawk Right Arm Assembly (SB4-RIGHT), SKU SB4-RIGHT	No matching product exists to update.
Triangle Shoe 2" (HNS19-2”), SKU HNS19-2”	No matching product exists to update.
Triangle Shoe 3" (HNS19-3”), SKU HNS19-3”	No matching product exists to update.
Tube Holding Bracket Lower (CT38), SKU CT38	No matching product exists to update.
Tube Holding Bracket Upper (CT37), SKU CT37	No matching product exists to update.
Valve Collar Assy (CFB6A), SKU CFB6A	No matching product exists to update.
Wheel for ICATW (CEXT3) (CEXT3), SKU CEXT3	No matching product exists to update.
Wheel Kit 3" (HNSA-5-3”), SKU HNSA-5-3”	No matching product exists to update.
Tomahawk 12" Smoothing Blade (SB1-12), SKU SB1-12	No matching product exists to update.
Tomahawk Blade Holder Clip (SB6), SKU SB6	No matching product exists to update.
Tomahawk Blade Holder Spring (SB5), SKU SB5	No matching product exists to update.
Tomahawk Handle Fitting (SB7), SKU SB7	No matching product exists to update.
Tomahawk Left Arm Assembly (SB3-LEFT), SKU SB3-LEFT	No matching product exists to update.
Tomahawk Right Arm Assembly (SB4-RIGHT), SKU SB4-RIGHT	No matching product exists to update.
Triangle Shoe 2" (HNS19-2”), SKU HNS19-2”	No matching product exists to update.
Triangle Shoe 3" (HNS19-3”), SKU HNS19-3”	No matching product exists to update.
Tube Holding Bracket Lower (CT38), SKU CT38	No matching product exists to update.
Tube Holding Bracket Upper (CT37), SKU CT37	No matching product exists to update.
Valve Collar Assy (CFB6A), SKU CFB6A	No matching product exists to update.
Wheel for ICATW (CEXT3) (CEXT3), SKU CEXT3	No matching product exists to update.
Wheel Kit 3" (HNSA-5-3”), SKU HNSA-5-3”	No matching product exists to update.
Graco O-Ring (120818), SKU 120818	No matching product exists to update.
Graco O-Ring, Square (133017), SKU 133017	No matching product exists to update.
Graco Piston, Seal Housing (18C891), SKU 18C891	No matching product exists to update.
Level5 Collar Bushing (7-014), SKU 7-014	No matching product exists to update.
Level5 Collar Bushing (7014), SKU 7014	No matching product exists to update.
Level5 Disengaging Cam (7016), SKU 7016	No matching product exists to update.
Level5 Needle Holder Lock (7-022), SKU 7-022	No matching product exists to update.
TapeTech 10" Axle Standard EZ Roll Wheels (255045G)	No matching product exists to update.
TapeTech 10" Tie Rod (250040F)	No matching product exists to update.
TapeTech 12″ x 5″ Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip (TG120565PS)	No matching product exists to update.
TapeTech 34" Connector Assembly (804234)	No matching product exists to update.
TapeTech 42" Connector Assembly (804242)	No matching product exists to update.
TapeTech 4″ Hot Knife Blade (EBLADE04)	No matching product exists to update.
TapeTech 72" Connector Assembly (804272)	No matching product exists to update.
TapeTech Ames Cobra Banjo Replacement Cutting Blade AB0003 (AMEAB0003)	No matching product exists to update.
TapeTech Ball Coupling (920003)	No matching product exists to update.
TapeTech Black Slotted Spool Post (051408B)	No matching product exists to update.
TapeTech Box Screw 209050 (209050)	No matching product exists to update.
TapeTech Box Wheel, side guide (213051)	No matching product exists to update.
TapeTech Control Tuber Roller (050215)	No matching product exists to update.
TapeTech Disengaging Rod Bearing (050041F)	No matching product exists to update.
TapeTech Driver Shaft (050110F)	No matching product exists to update.
TapeTech External Retaining Ring (159024)	No matching product exists to update.
TapeTech Feather Lite Finishing Knife with Texture Handle - 6" (AMERK4006)	No matching product exists to update.
TapeTech Filler Adapter (90TT)	No matching product exists to update.
TapeTech Gooseneck Adapter (85TT)	No matching product exists to update.
TapeTech Gooser Needle Spring (Replaces 059022) (056022)	No matching product exists to update.
TapeTech Hi-Viz Safety Shirt - XXXLarge (PWWHVTBY5)	No matching product exists to update.
TapeTech in AMES Feather-Lite Stainless Steel Pan (12)	No matching product exists to update.
TapeTech in TapeTech Connector Assembly (54)	No matching product exists to update.
TapeTech in TapeTech EZ Roll Wheels Axle Standard (12)	No matching product exists to update.
TapeTech Inside Corner Roller w/o Handle (15TTEWOH)	No matching product exists to update.
TapeTech Latch for Corner Box (502034)	No matching product exists to update.
TapeTech Lock Clip (709046)	No matching product exists to update.
TapeTech Lock Clip (709046)	No matching product exists to update.
TapeTech Nyliner Type 6 (179009)	No matching product exists to update.
TapeTech Piston Cup (720009)	No matching product exists to update.
TapeTech PLUNGER STOP LOCKING STRAP (052403)	No matching product exists to update.
TapeTech PLUNGER STOP LOCKING STRAP (052403)	No matching product exists to update.
TapeTech Premium Jacket - Large (PWWSSJ2)	No matching product exists to update.
TapeTech Premium Jacket - Medium (PWWSSJ1)	No matching product exists to update.
TapeTech Premium Jacket - XLarge (PWWSSJ3)	No matching product exists to update.
TapeTech Premium Jacket - XXLarge (PWWSSJ4)	No matching product exists to update.
TapeTech Pump Coarse Mesh Screen (700033F)	No matching product exists to update.
TapeTech Pump Coarse Mesh Screen (700033F)	No matching product exists to update.
TapeTech Round Vinyl Black Cap, .315- ID, 2" DP (859016)	No matching product exists to update.
TapeTech Screw 5-40 X 3/4 RD Head SST (059201)	No matching product exists to update.
TapeTech Shaft Drive Assembly - Includes Sprocket (054110F)	No matching product exists to update.
TapeTech Side Plate SS (051089)	No matching product exists to update.
TapeTech Side Plate- Stainless Steel (051105)	No matching product exists to update.
TapeTech Sprocket Bushing [6] (0521496)	No matching product exists to update.
TapeTech Sprocket Driver (052125)	No matching product exists to update.
TapeTech Stainless Steel Cutter Chain Assembly (056135)	No matching product exists to update.
TapeTech Tape Tech Part 411003 (411003)	No matching product exists to update.
TapeTech TapeTechï¿½ï¿½ 051001 Outlet Valve Handle (051001)	No matching product exists to update.
TapeTech VMARG05 TapeTech 5" x 2" Margin Trowel (VMARG05), SKU VMARG05	No matching product exists to update.
TapeTech VMARG06 TapeTech 6" x 2" Margin Trowel (VMARG06), SKU VMARG06	No matching product exists to update.
TapeTech VMARG08 TapeTech 8" x 2" Margin Trowel (VMARG08), SKU VMARG08	No matching product exists to update.
TapeTech VMDM100 TapeTech 9.5" x 4" GODDESS Venetian Trowel MIDFLEXX (VMDM100), SKU VMDM100	No matching product exists to update.
TapeTech VMDMFLX08 TapeTech 8" x 3" GODDESS MAXFLEXX Venetian Trowel (VMDMFLX08), SKU VMDMFLX08	No matching product exists to update.
TapeTech VMINI100 TapeTech Mini Trowel (VMINI100), SKU VMINI100	No matching product exists to update.
TapeTech VNOTCH120 TapeTech 11" x 4.75" V-Notch Venetian Trowel (VNOTCH120), SKU VNOTCH120	No matching product exists to update.
TapeTech VOVAL100 TapeTech 9.5" x 4" Oval Venetian Trowel (VOVAL100), SKU VOVAL100	No matching product exists to update.
TapeTech VPCFLEX280 TapeTech 11" x 4.25" ProFlex Rigid Polycarbonate Trowel (VPCFLEX280), SKU VPCFLEX280	No matching product exists to update.
TapeTech VPCLITE360 TapeTech 14" x 4.25" ProLite Flex Polycarbonate Trowel (VPCLITE360), SKU VPCLITE360	No matching product exists to update.
TapeTech VROLCROC TapeTech Textured Roller - Crocodile (VROLCROC), SKU VROLCROC	No matching product exists to update.
TapeTech VROLGRAN TapeTech Textured Roller - Granite (VROLGRAN), SKU VROLGRAN	No matching product exists to update.
TapeTech VROUND55 TapeTech 5.5" Mini Round Trowel (VROUND55), SKU VROUND55	No matching product exists to update.
TapeTech VSFLEX100 TapeTech 9.5" x 4" MAXFLEXX Trowel (VSFLEX100), SKU VSFLEX100	No matching product exists to update.
TapeTech VSFLEX80 TapeTech 8" x 3" MAXFLEXX Venetian Trowel (VSFLEX80), SKU VSFLEX80	No matching product exists to update.
TapeTech VSFLEXJPP TapeTech 8.25" x 2.25" MAXFLEXX Pointed Japanese Trowel (VSFLEXJPP), SKU VSFLEXJPP	No matching product exists to update.
TapeTech VSFLEXJPR TapeTech 8.25" x 2.25" MAXFLEXX Round Japanese Trowel (VSFLEXJPR), SKU VSFLEXJPR	No matching product exists to update.
TapeTech VTEXHARD TapeTech Texturing Trowel - Hard (VTEXHARD), SKU VTEXHARD	No matching product exists to update.
TapeTech VTEXSOFT TapeTech Texturing Trowel - Soft (VTEXSOFT), SKU VTEXSOFT	No matching product exists to update.
TapeTech VTRIAN55 TapeTech 5.5" Mini Triangular Trowel (VTRIAN55), SKU VTRIAN55	No matching product exists to update.
TapeTech Washer - .188Id X (499024)	No matching product exists to update.
TapeTech Wheel Kit - Nailspotter (NSW01), SKU NSW01	No matching product exists to update.
TapeTech VPCFLEX280 TapeTech 11" x 4.25" ProFlex Rigid Polycarbonate Trowel (VPCFLEX280), SKU VPCFLEX280	No matching product exists to update.
TapeTech VPCLITE360 TapeTech 14" x 4.25" ProLite Flex Polycarbonate Trowel (VPCLITE360), SKU VPCLITE360	No matching product exists to update.
TapeTech VROLCROC TapeTech Textured Roller - Crocodile (VROLCROC), SKU VROLCROC	No matching product exists to update.
TapeTech VROLGRAN TapeTech Textured Roller - Granite (VROLGRAN), SKU VROLGRAN	No matching product exists to update.
TapeTech VROUND55 TapeTech 5.5" Mini Round Trowel (VROUND55), SKU VROUND55	No matching product exists to update.
TapeTech VSFLEX100 TapeTech 9.5" x 4" MAXFLEXX Trowel (VSFLEX100), SKU VSFLEX100	No matching product exists to update.
TapeTech VSFLEX80 TapeTech 8" x 3" MAXFLEXX Venetian Trowel (VSFLEX80), SKU VSFLEX80	No matching product exists to update.
TapeTech VSFLEXJPP TapeTech 8.25" x 2.25" MAXFLEXX Pointed Japanese Trowel (VSFLEXJPP), SKU VSFLEXJPP	No matching product exists to update.
TapeTech VSFLEXJPR TapeTech 8.25" x 2.25" MAXFLEXX Round Japanese Trowel (VSFLEXJPR), SKU VSFLEXJPR	No matching product exists to update.
TapeTech VTEXHARD TapeTech Texturing Trowel - Hard (VTEXHARD), SKU VTEXHARD	No matching product exists to update.
TapeTech VTEXSOFT TapeTech Texturing Trowel - Soft (VTEXSOFT), SKU VTEXSOFT	No matching product exists to update.
TapeTech VTRIAN55 TapeTech 5.5" Mini Triangular Trowel (VTRIAN55), SKU VTRIAN55	No matching product exists to update.
TapeTech Washer - .188Id X (499024)	No matching product exists to update.
TapeTech Wheel Kit - Nailspotter (NSW01), SKU NSW01	No matching product exists to update.
TapeTech XHTT TapeTech Interchangeable Extendable Support Handle (XHTT), SKU XHTT	No matching product exists to update.
