SKU,Type,Name,current_image_basenames,parts_meta_hit,classification,best_score,best_reason,best_source,best_basename,best_relpath,top_candidates,top_live_candidates
CR-3,simple,CR3 - Bearing Sleeve,columbia-cr3-bearing-sleeve-cr-3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-cr3-bearing-sleeve-CR-3-1.webp,products/Production/Images/columbia-cr3-bearing-sleeve-CR-3-1.webp,100::current_basename::production_images::columbia-cr3-bearing-sleeve-CR-3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-cr-3-01.webp | 76::name_overlap_2::production_images::columbia-bearing-sleeve-BH24A-1.webp | 76::name_overlap_2::production_images::columbia-bearing-sleeve-CFB16-1.webp,100::current_basename::columbia-cr3-bearing-sleeve-CR-3-1.webp | 76::name_overlap_2::columbia-bearing-sleeve-BH24A-1.webp | 76::name_overlap_2::columbia-bearing-sleeve-CFB16-1.webp
CR1,simple,Head Casting,columbia-head-casting-cr1-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-head-casting-CR1-1.webp,products/Production/Images/columbia-head-casting-CR1-1.webp,100::current_basename::production_images::columbia-head-casting-CR1-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-cr1-01.webp,100::current_basename::columbia-head-casting-CR1-1.webp
CR11,simple,Handle Connecting Link,columbia-handle-connecting-link-cr11-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-connecting-link-CR11-1.webp,products/Production/Images/columbia-handle-connecting-link-CR11-1.webp,100::current_basename::production_images::columbia-handle-connecting-link-CR11-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-cr11-01.webp | 90::sku_compact::production_images::columbia-head-casting-CR1-1.webp | 76::name_overlap_2::production_images::columbia-connecting-link-CT132-1.webp | 76::name_overlap_2::production_images::columbia-connecting-link-pin-MH5-1.webp,100::current_basename::columbia-handle-connecting-link-CR11-1.webp | 90::sku_compact::columbia-head-casting-CR1-1.webp | 76::name_overlap_2::columbia-connecting-link-CT132-1.webp | 76::name_overlap_2::columbia-connecting-link-pin-MH5-1.webp | 75::name_overlap_2::columbia-connecting-link-fork-MH7-1.webp
CR2,simple,Roller (2 piece - nylatron/steel),columbia-roller-2-piece-nylatron-steel-cr2-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-roller-2-piece-nylatron-steel-CR2-1.webp,products/Production/Images/columbia-roller-2-piece-nylatron-steel-CR2-1.webp,100::current_basename::production_images::columbia-roller-2-piece-nylatron-steel-CR2-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-cr2-01.webp | 74::name_overlap_2::production_images::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-1.webp | 74::name_overlap_2::production_images::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-2.webp | 74::name_overlap_2::production_images::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-3.webp,100::current_basename::columbia-roller-2-piece-nylatron-steel-CR2-1.webp | 74::name_overlap_2::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-1.webp | 74::name_overlap_2::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-2.webp | 74::name_overlap_2::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-3.webp | 74::name_overlap_2::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-4.webp
CR4,simple,Cut Washer,columbia-cut-washer-cr4-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-cut-washer-CR4-1.webp,products/Production/Images/columbia-cut-washer-CR4-1.webp,100::current_basename::production_images::columbia-cut-washer-CR4-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-cr4-01.webp,100::current_basename::columbia-cut-washer-CR4-1.webp
CT101,simple,Return Spring,columbia-return-spring-ct101-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-return-spring-CT101-1.webp,products/Production/Images/columbia-return-spring-CT101-1.webp,100::current_basename::production_images::columbia-return-spring-CT101-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct101-01.webp | 86::sku_compact::tsw_output::Columbia-CT1-01.webp | 76::name_overlap_2::production_images::columbia-return-spring-AH1B-1.webp | 76::name_overlap_2::production_images::columbia-return-spring-CT54-1.webp,100::current_basename::columbia-return-spring-CT101-1.webp | 76::name_overlap_2::columbia-return-spring-AH1B-1.webp | 76::name_overlap_2::columbia-return-spring-CT54-1.webp | 75::name_overlap_2::columbia-clutch-return-spring-CT81-1.webp | 75::name_overlap_2::columbia-needle-return-spring-CT65-1.webp
CT104,simple,Connection Strap,columbia-connection-strap-ct104-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-connection-strap-CT104-1.webp,products/Production/Images/columbia-connection-strap-CT104-1.webp,100::current_basename::production_images::columbia-connection-strap-CT104-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct104-01.webp | 86::sku_compact::new_images::ct-104.webp | 86::sku_compact::new_images::ct-104.webp,100::current_basename::columbia-connection-strap-CT104-1.webp
CT121A,simple,O - Ring,columbia-o-ring-ct121a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-o-ring-CT121A-1.webp,products/Production/Images/columbia-o-ring-CT121A-1.webp,100::current_basename::production_images::columbia-o-ring-CT121A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct121a-01.webp,100::current_basename::columbia-o-ring-CT121A-1.webp
CT124,simple,Hand Grip Guard Ring,columbia-hand-grip-guard-ring-ct124-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-hand-grip-guard-ring-CT124-1.webp,products/Production/Images/columbia-hand-grip-guard-ring-CT124-1.webp,100::current_basename::production_images::columbia-hand-grip-guard-ring-CT124-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct124-01.webp | 75::name_overlap_2::production_images::columbia-guard-ring-CT115-1.webp | 74::name_overlap_2::production_images::columbia-hand-grip-body-CT126-1.webp,100::current_basename::columbia-hand-grip-guard-ring-CT124-1.webp | 75::name_overlap_2::columbia-guard-ring-CT115-1.webp | 74::name_overlap_2::columbia-hand-grip-body-CT126-1.webp
CT126,simple,Hand Grip Body,columbia-hand-grip-body-ct126-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-hand-grip-body-CT126-1.webp,products/Production/Images/columbia-hand-grip-body-CT126-1.webp,100::current_basename::production_images::columbia-hand-grip-body-CT126-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct126-01.webp | 74::name_overlap_2::production_images::columbia-hand-grip-guard-ring-CT124-1.webp,100::current_basename::columbia-hand-grip-body-CT126-1.webp | 74::name_overlap_2::columbia-hand-grip-guard-ring-CT124-1.webp
CT13,simple,Dog Base Bracket,columbia-dog-base-bracket-ct13-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-dog-base-bracket-CT13-1.webp,products/Production/Images/columbia-dog-base-bracket-CT13-1.webp,100::current_basename::production_images::columbia-dog-base-bracket-CT13-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct13-01.webp | 90::sku_compact::production_images::columbia-connecting-link-CT132-1.webp | 90::sku_compact::production_images::columbia-extension-shaft-CT130-1.webp | 86::sku_compact::columbia_parts_scrape::columbia-ct130-01.webp,100::current_basename::columbia-dog-base-bracket-CT13-1.webp | 90::sku_compact::columbia-connecting-link-CT132-1.webp | 90::sku_compact::columbia-extension-shaft-CT130-1.webp | 80::name_overlap_3::columbia-taper-dog-base-bracket-cta13-1.webp
CT132,simple,Connecting Link,columbia-connecting-link-ct132-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-connecting-link-CT132-1.webp,products/Production/Images/columbia-connecting-link-CT132-1.webp,100::current_basename::production_images::columbia-connecting-link-CT132-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct132-01.webp | 76::name_overlap_2::production_images::columbia-connecting-link-fork-MH7-1.webp | 76::name_overlap_2::production_images::columbia-connecting-link-pin-MH5-1.webp | 75::name_overlap_2::production_images::columbia-connecting-link-mp9c-MP9C-1.webp,100::current_basename::columbia-connecting-link-CT132-1.webp | 76::name_overlap_2::columbia-connecting-link-fork-MH7-1.webp | 76::name_overlap_2::columbia-connecting-link-pin-MH5-1.webp | 75::name_overlap_2::columbia-connecting-link-mp9c-MP9C-1.webp | 75::name_overlap_2::columbia-handle-connecting-link-CR11-1.webp
CT15,simple,Ratchet Rod for Adjustable Brake,columbia-ratchet-rod-for-adjustable-brake-ct15-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp,products/Production/Images/columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp,100::current_basename::production_images::columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct15-01.webp | 75::name_overlap_2::production_images::columbia-taper-adjustable-brake-CT14A-1.webp,100::current_basename::columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp | 75::name_overlap_2::columbia-taper-adjustable-brake-CT14A-1.webp
CT16,simple,Brake Dog,columbia-brake-dog-ct16-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brake-dog-CT16-1.webp,products/Production/Images/columbia-brake-dog-CT16-1.webp,100::current_basename::production_images::columbia-brake-dog-CT16-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct16-01.webp | 86::sku_compact::new_images::ct167.webp,100::current_basename::columbia-brake-dog-CT16-1.webp
CT3,simple,Right Insert Bushing (includes CT4),columbia-right-insert-bushing-includes-ct4-ct3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-right-insert-bushing-includes-ct4-CT3-1.webp,products/Production/Images/columbia-right-insert-bushing-includes-ct4-CT3-1.webp,100::current_basename::production_images::columbia-right-insert-bushing-includes-ct4-CT3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct3-01.webp | 75::name_overlap_2::production_images::columbia-insert-bushing-for-ct-7a-CT2-1.webp | 75::name_overlap_2::production_images::columbia-left-insert-bushing-CT3A-1.webp | 75::name_overlap_2::production_images::columbia-left-wafer-bushing-CT4-1.webp,100::current_basename::columbia-right-insert-bushing-includes-ct4-CT3-1.webp | 75::name_overlap_2::columbia-insert-bushing-for-ct-7a-CT2-1.webp | 75::name_overlap_2::columbia-left-insert-bushing-CT3A-1.webp | 75::name_overlap_2::columbia-left-wafer-bushing-CT4-1.webp
CT3A,simple,Left Insert Bushing,columbia-left-insert-bushing-ct3a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-left-insert-bushing-CT3A-1.webp,products/Production/Images/columbia-left-insert-bushing-CT3A-1.webp,100::current_basename::production_images::columbia-left-insert-bushing-CT3A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct3a-01.webp | 75::name_overlap_2::production_images::columbia-insert-bushing-for-ct-7a-CT2-1.webp | 75::name_overlap_2::production_images::columbia-right-insert-bushing-includes-ct4-CT3-1.webp,100::current_basename::columbia-left-insert-bushing-CT3A-1.webp | 75::name_overlap_2::columbia-insert-bushing-for-ct-7a-CT2-1.webp | 75::name_overlap_2::columbia-right-insert-bushing-includes-ct4-CT3-1.webp
CT4,simple,Left Wafer Bushing,columbia-left-wafer-bushing-ct4-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-left-wafer-bushing-CT4-1.webp,products/Production/Images/columbia-left-wafer-bushing-CT4-1.webp,100::current_basename::production_images::columbia-left-wafer-bushing-CT4-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct4-01.webp | 76::name_overlap_2::production_images::columbia-right-wafer-bushing-CT5-1.webp,100::current_basename::columbia-left-wafer-bushing-CT4-1.webp | 76::name_overlap_2::columbia-right-wafer-bushing-CT5-1.webp
CT40,simple,Return Spring Ring,columbia-return-spring-ring-ct40-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-return-spring-ring-CT40-1.webp,products/Production/Images/columbia-return-spring-ring-CT40-1.webp,100::current_basename::production_images::columbia-return-spring-ring-CT40-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct40-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-ct4-01.webp | 75::name_overlap_2::production_images::columbia-clutch-return-spring-CT81-1.webp | 75::name_overlap_2::production_images::columbia-needle-return-spring-CT65-1.webp,100::current_basename::columbia-return-spring-ring-CT40-1.webp | 75::name_overlap_2::columbia-clutch-return-spring-CT81-1.webp | 75::name_overlap_2::columbia-needle-return-spring-CT65-1.webp | 75::name_overlap_2::columbia-return-spring-AH1B-1.webp | 75::name_overlap_2::columbia-return-spring-CT101-1.webp
CT41A,simple,Knife Retainer Cap,columbia-knife-retainer-cap-ct41a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-knife-retainer-cap-CT41A-1.webp,products/Production/Images/columbia-knife-retainer-cap-CT41A-1.webp,100::current_basename::production_images::columbia-knife-retainer-cap-CT41A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct41a-01.webp | 75::name_overlap_2::production_images::columbia-knife-retainer-block-CT41-1.webp,100::current_basename::columbia-knife-retainer-cap-CT41A-1.webp | 75::name_overlap_2::columbia-knife-retainer-block-CT41-1.webp
CT42A,simple,Diamond Blade,columbia-diamond-blade-ct42a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-diamond-blade-CT42A-1.webp,products/Production/Images/columbia-diamond-blade-CT42A-1.webp,100::current_basename::production_images::columbia-diamond-blade-CT42A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct42a-01.webp,100::current_basename::columbia-diamond-blade-CT42A-1.webp
CT54,simple,Return Spring,columbia-return-spring-ct54-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-return-spring-CT54-1.webp,products/Production/Images/columbia-return-spring-CT54-1.webp,100::current_basename::production_images::columbia-return-spring-CT54-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct54-01.webp | 76::name_overlap_2::production_images::columbia-return-spring-AH1B-1.webp | 76::name_overlap_2::production_images::columbia-return-spring-CT101-1.webp | 75::name_overlap_2::production_images::columbia-clutch-return-spring-CT81-1.webp,100::current_basename::columbia-return-spring-CT54-1.webp | 76::name_overlap_2::columbia-return-spring-AH1B-1.webp | 76::name_overlap_2::columbia-return-spring-CT101-1.webp | 75::name_overlap_2::columbia-clutch-return-spring-CT81-1.webp | 75::name_overlap_2::columbia-needle-return-spring-CT65-1.webp
CT55,simple,Carriage Guide Rod,columbia-carriage-guide-rod-ct55-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-carriage-guide-rod-CT55-1.webp,products/Production/Images/columbia-carriage-guide-rod-CT55-1.webp,100::current_basename::production_images::columbia-carriage-guide-rod-CT55-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct55-01.webp | 81::name_overlap_3::production_images::columbia-carriage-guide-rod-stop-CT56-1.webp | 75::name_overlap_2::production_images::columbia-guide-rod-bushing-CT58-1.webp,100::current_basename::columbia-carriage-guide-rod-CT55-1.webp | 81::name_overlap_3::columbia-carriage-guide-rod-stop-CT56-1.webp | 75::name_overlap_2::columbia-guide-rod-bushing-CT58-1.webp
CT56,simple,Carriage Guide Rod Stop,columbia-carriage-guide-rod-stop-ct56-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-carriage-guide-rod-stop-CT56-1.webp,products/Production/Images/columbia-carriage-guide-rod-stop-CT56-1.webp,100::current_basename::production_images::columbia-carriage-guide-rod-stop-CT56-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct56-01.webp | 82::name_overlap_3::production_images::columbia-carriage-guide-rod-CT55-1.webp | 75::name_overlap_2::production_images::columbia-guide-rod-bushing-CT58-1.webp,100::current_basename::columbia-carriage-guide-rod-stop-CT56-1.webp | 82::name_overlap_3::columbia-carriage-guide-rod-CT55-1.webp | 75::name_overlap_2::columbia-guide-rod-bushing-CT58-1.webp
CT62,simple,Needle Holding Shaft,columbia-needle-holding-shaft-ct62-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-needle-holding-shaft-CT62-1.webp,products/Production/Images/columbia-needle-holding-shaft-CT62-1.webp,100::current_basename::production_images::columbia-needle-holding-shaft-CT62-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct62-01.webp | 86::sku_compact::new_images::ct624.webp | 86::sku_compact::new_images::ct624.webp | 75::name_overlap_2::production_images::columbia-needle-return-shaft-CT64-1.webp,100::current_basename::columbia-needle-holding-shaft-CT62-1.webp | 75::name_overlap_2::columbia-needle-return-shaft-CT64-1.webp
CT63,simple,Needle,columbia-needle-ct63-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-needle-CT63-1.webp,products/Production/Images/columbia-needle-CT63-1.webp,100::current_basename::production_images::columbia-needle-CT63-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct63-01.webp,100::current_basename::columbia-needle-CT63-1.webp
CT70,simple,Drive Shaft,columbia-drive-shaft-ct70-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-drive-shaft-CT70-1.webp,products/Production/Images/columbia-drive-shaft-CT70-1.webp,100::current_basename::production_images::columbia-drive-shaft-CT70-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct70-01.webp | 86::sku_compact::tsw_output::Columbia-CT7-01.webp,100::current_basename::columbia-drive-shaft-CT70-1.webp
CT72,simple,Cable,columbia-cable-ct72-1.webp | columbia-cable-ct72-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-cable-CT72-1.webp,products/Production/Images/columbia-cable-CT72-1.webp,100::current_basename::production_images::columbia-cable-CT72-1.webp | 100::current_basename::production_images::columbia-cable-CT72-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ct72-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-ct72-01.webp,100::current_basename::columbia-cable-CT72-1.webp | 100::current_basename::columbia-cable-CT72-2.webp
