SKU,Type,Name,current_image_basenames,parts_meta_hit,classification,best_score,best_reason,best_source,best_basename,best_relpath,top_candidates,top_live_candidates
FA214,simple,"4 - 40 x 1/4"" Flat Slot",columbia-4-40-x-1-4-flat-slot-fa214-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-4-40-x-1-4-flat-slot-FA214-1.webp,products/Production/Images/columbia-4-40-x-1-4-flat-slot-FA214-1.webp,100::current_basename::production_images::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa214-01.webp | 81::name_overlap_3::production_images::columbia-4-40-x-3-8-flat-slot-FA218-1.webp | 75::name_overlap_2::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 75::name_overlap_2::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp,100::current_basename::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 81::name_overlap_3::columbia-4-40-x-3-8-flat-slot-FA218-1.webp | 75::name_overlap_2::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 75::name_overlap_2::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp | 75::name_overlap_2::columbia-4-40-x-1-4-binder-slot-FA213-1.webp
FA216,simple,4 - 40 X 3/8” Fillister Slot,columbia-4-40-x-3-8-fillister-slot-fa216-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-4-40-x-3-8-fillister-slot-FA216-1.webp,products/Production/Images/columbia-4-40-x-3-8-fillister-slot-FA216-1.webp,100::current_basename::production_images::columbia-4-40-x-3-8-fillister-slot-FA216-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa216-01.webp | 81::name_overlap_3::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 81::name_overlap_3::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp | 76::name_overlap_2::production_images::columbia-4-40-x-3-8-flat-slot-FA218-1.webp,100::current_basename::columbia-4-40-x-3-8-fillister-slot-FA216-1.webp | 81::name_overlap_3::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 81::name_overlap_3::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp | 76::name_overlap_2::columbia-4-40-x-3-8-flat-slot-FA218-1.webp | 76::name_overlap_2::columbia-6-32-x-3-16-fillister-slot-FA238-1.webp
FA218,simple,"4 - 40 x 3/8"" Flat Slot",columbia-4-40-x-3-8-flat-slot-fa218-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-4-40-x-3-8-flat-slot-FA218-1.webp,products/Production/Images/columbia-4-40-x-3-8-flat-slot-FA218-1.webp,100::current_basename::production_images::columbia-4-40-x-3-8-flat-slot-FA218-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa218-01.webp | 81::name_overlap_3::production_images::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 76::name_overlap_2::production_images::columbia-4-40-x-3-8-fillister-slot-FA216-1.webp | 75::name_overlap_2::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp,100::current_basename::columbia-4-40-x-3-8-flat-slot-FA218-1.webp | 81::name_overlap_3::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 76::name_overlap_2::columbia-4-40-x-3-8-fillister-slot-FA216-1.webp | 75::name_overlap_2::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 75::name_overlap_2::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp
FA219,simple,"4 - 40 X 1/2"" Fillister Slot",columbia-4-40-x-1-2-fillister-slot-fa219-1.webp | columbia-4-40-x-1-2-fillister-slot-fa219-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-4-40-x-1-2-fillister-slot-FA219-1.webp,products/Production/Images/columbia-4-40-x-1-2-fillister-slot-FA219-1.webp,100::current_basename::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 100::current_basename::production_images::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa219-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa219-01.webp | 81::name_overlap_3::production_images::columbia-4-40-x-3-8-fillister-slot-FA216-1.webp,100::current_basename::columbia-4-40-x-1-2-fillister-slot-FA219-1.webp | 100::current_basename::columbia-4-40-x-1-2-fillister-slot-FA219-2.webp | 81::name_overlap_3::columbia-4-40-x-3-8-fillister-slot-FA216-1.webp | 76::name_overlap_2::columbia-6-32-x-1-2-fillister-slot-FA245-1.webp | 76::name_overlap_2::columbia-6-32-x-1-2-fillister-slot-FA245-2.webp
FA227,simple,"6 - 32 X 1/4"" Flat Slot",columbia-6-32-x-1-4-flat-slot-fa227-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-1-4-flat-slot-FA227-1.webp,products/Production/Images/columbia-6-32-x-1-4-flat-slot-FA227-1.webp,100::current_basename::production_images::columbia-6-32-x-1-4-flat-slot-FA227-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa227-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-3-8-flat-slot-FA243-1.webp | 75::name_overlap_2::production_images::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 75::name_overlap_2::production_images::columbia-4-40-x-1-4-flat-slot-FA214-1.webp,100::current_basename::columbia-6-32-x-1-4-flat-slot-FA227-1.webp | 81::name_overlap_3::columbia-6-32-x-3-8-flat-slot-FA243-1.webp | 75::name_overlap_2::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 75::name_overlap_2::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 75::name_overlap_2::columbia-4-40-x-3-8-flat-slot-FA218-1.webp
FA228,simple,#6 Flat Washer,columbia-6-flat-washer-fa228-1.webp | columbia-6-flat-washer-fa228-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-flat-washer-FA228-1.webp,products/Production/Images/columbia-6-flat-washer-FA228-1.webp,100::current_basename::production_images::columbia-6-flat-washer-FA228-1.webp | 100::current_basename::production_images::columbia-6-flat-washer-FA228-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa228-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa228-01.webp | 75::name_overlap_2::production_images::columbia-10-flat-washer-FA268-1.webp,100::current_basename::columbia-6-flat-washer-FA228-1.webp | 100::current_basename::columbia-6-flat-washer-FA228-2.webp | 75::name_overlap_2::columbia-10-flat-washer-FA268-1.webp | 75::name_overlap_2::columbia-10-flat-washer-FA268-2.webp | 75::name_overlap_2::columbia-5-16-flat-washer-FA303-1.webp
FA229,simple,#6 Lock Washer,columbia-6-lock-washer-fa229-1.webp | columbia-6-lock-washer-fa229-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-lock-washer-FA229-1.webp,products/Production/Images/columbia-6-lock-washer-FA229-1.webp,100::current_basename::production_images::columbia-6-lock-washer-FA229-1.webp | 100::current_basename::production_images::columbia-6-lock-washer-FA229-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa229-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa229-01.webp,100::current_basename::columbia-6-lock-washer-FA229-1.webp | 100::current_basename::columbia-6-lock-washer-FA229-2.webp
FA230,simple,#6 Star Washer,columbia-6-star-washer-fa230-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-star-washer-FA230-1.webp,products/Production/Images/columbia-6-star-washer-FA230-1.webp,100::current_basename::production_images::columbia-6-star-washer-FA230-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa230-01.webp | 75::name_overlap_2::production_images::columbia-8-star-washer-FA252-1.webp | 75::name_overlap_2::production_images::columbia-8-star-washer-FA252-2.webp,100::current_basename::columbia-6-star-washer-FA230-1.webp | 75::name_overlap_2::columbia-8-star-washer-FA252-1.webp | 75::name_overlap_2::columbia-8-star-washer-FA252-2.webp
FA233,simple,6 - 32 Nyloc Nut,columbia-6-32-nyloc-nut-fa233-1.webp | columbia-6-32-nyloc-nut-fa233-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-nyloc-nut-FA233-1.webp,products/Production/Images/columbia-6-32-nyloc-nut-FA233-1.webp,100::current_basename::production_images::columbia-6-32-nyloc-nut-FA233-1.webp | 100::current_basename::production_images::columbia-6-32-nyloc-nut-FA233-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa233-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa233-01.webp | 80::name_overlap_3::production_images::columbia-6-32-nyloc-jam-nut-FA234-1.webp,100::current_basename::columbia-6-32-nyloc-nut-FA233-1.webp | 100::current_basename::columbia-6-32-nyloc-nut-FA233-2.webp | 80::name_overlap_3::columbia-6-32-nyloc-jam-nut-FA234-1.webp | 80::name_overlap_3::columbia-8-32-nyloc-nut-FA254-1.webp | 80::name_overlap_3::columbia-8-32-nyloc-nut-FA254-2.webp
FA235,simple,"6 - 32 X 1/8"" Set Screw",columbia-6-32-x-1-8-set-screw-fa235-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-1-8-set-screw-FA235-1.webp,products/Production/Images/columbia-6-32-x-1-8-set-screw-FA235-1.webp,100::current_basename::production_images::columbia-6-32-x-1-8-set-screw-FA235-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa235-01.webp | 80::name_overlap_3::production_images::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 80::name_overlap_3::production_images::columbia-8-32-x-3-16-set-screw-FA249-1.webp | 80::name_overlap_3::production_images::columbia-8-32-x-3-16-set-screw-FA249-2.webp,100::current_basename::columbia-6-32-x-1-8-set-screw-FA235-1.webp | 80::name_overlap_3::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 80::name_overlap_3::columbia-8-32-x-3-16-set-screw-FA249-1.webp | 80::name_overlap_3::columbia-8-32-x-3-16-set-screw-FA249-2.webp | 76::name_overlap_2::columbia-8-32-x-3-8-socket-screw-FA261-1.webp
FA236,simple,"6 - 32 X 1/8"" Binder Slot",columbia-6-32-x-1-8-binder-slot-fa236-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-1-8-binder-slot-FA236-1.webp,products/Production/Images/columbia-6-32-x-1-8-binder-slot-FA236-1.webp,100::current_basename::production_images::columbia-6-32-x-1-8-binder-slot-FA236-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa236-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-4-binder-slot-FA239-1.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-4-binder-slot-FA239-2.webp | 81::name_overlap_3::production_images::columbia-6-32-x-3-16-binder-slot-FA237-1.webp,100::current_basename::columbia-6-32-x-1-8-binder-slot-FA236-1.webp | 81::name_overlap_3::columbia-6-32-x-1-4-binder-slot-FA239-1.webp | 81::name_overlap_3::columbia-6-32-x-1-4-binder-slot-FA239-2.webp | 81::name_overlap_3::columbia-6-32-x-3-16-binder-slot-FA237-1.webp | 81::name_overlap_3::columbia-6-32-x-3-8-binder-slot-FA241-1.webp
FA237,simple,"6 - 32 x 3/16"" Binder Slot",columbia-6-32-x-3-16-binder-slot-fa237-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-3-16-binder-slot-FA237-1.webp,products/Production/Images/columbia-6-32-x-3-16-binder-slot-FA237-1.webp,100::current_basename::production_images::columbia-6-32-x-3-16-binder-slot-FA237-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa237-01.webp | 86::name_overlap_4::production_images::columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp | 81::name_overlap_3::production_images::columbia-2-56-x-3-16-binder-slot-FA199-1.webp | 81::name_overlap_3::production_images::columbia-4-40-x-3-16-binder-slot-FA210-1.webp,100::current_basename::columbia-6-32-x-3-16-binder-slot-FA237-1.webp | 86::name_overlap_4::columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp | 81::name_overlap_3::columbia-2-56-x-3-16-binder-slot-FA199-1.webp | 81::name_overlap_3::columbia-4-40-x-3-16-binder-slot-FA210-1.webp | 81::name_overlap_3::columbia-4-40-x-5-16-binder-slot-FA215-1.webp
FA238,simple,"6 - 32 X 3/16"" Fillister Slot",columbia-6-32-x-3-16-fillister-slot-fa238-1.webp | columbia-6-32-x-3-16-fillister-slot-fa238-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-3-16-fillister-slot-FA238-1.webp,products/Production/Images/columbia-6-32-x-3-16-fillister-slot-FA238-1.webp,100::current_basename::production_images::columbia-6-32-x-3-16-fillister-slot-FA238-1.webp | 100::current_basename::production_images::columbia-6-32-x-3-16-fillister-slot-FA238-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa238-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa238-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-2-fillister-slot-FA245-1.webp,100::current_basename::columbia-6-32-x-3-16-fillister-slot-FA238-1.webp | 100::current_basename::columbia-6-32-x-3-16-fillister-slot-FA238-2.webp | 81::name_overlap_3::columbia-6-32-x-1-2-fillister-slot-FA245-1.webp | 81::name_overlap_3::columbia-6-32-x-1-2-fillister-slot-FA245-2.webp | 81::name_overlap_3::columbia-6-32-x-3-16-binder-slot-FA237-1.webp
FA239,simple,"6 - 32 X 1/4"" Binder Slot",columbia-6-32-x-1-4-binder-slot-fa239-1.webp | columbia-6-32-x-1-4-binder-slot-fa239-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-1-4-binder-slot-FA239-1.webp,products/Production/Images/columbia-6-32-x-1-4-binder-slot-FA239-1.webp,100::current_basename::production_images::columbia-6-32-x-1-4-binder-slot-FA239-1.webp | 100::current_basename::production_images::columbia-6-32-x-1-4-binder-slot-FA239-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa239-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa239-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-8-binder-slot-FA236-1.webp,100::current_basename::columbia-6-32-x-1-4-binder-slot-FA239-1.webp | 100::current_basename::columbia-6-32-x-1-4-binder-slot-FA239-2.webp | 81::name_overlap_3::columbia-6-32-x-1-8-binder-slot-FA236-1.webp | 81::name_overlap_3::columbia-6-32-x-3-16-binder-slot-FA237-1.webp | 81::name_overlap_3::columbia-6-32-x-3-8-binder-slot-FA241-1.webp
FA241,simple,"6 - 32 X 3/8"" Binder Slot",columbia-6-32-x-3-8-binder-slot-fa241-1.webp | columbia-6-32-x-3-8-binder-slot-fa241-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-3-8-binder-slot-FA241-1.webp,products/Production/Images/columbia-6-32-x-3-8-binder-slot-FA241-1.webp,100::current_basename::production_images::columbia-6-32-x-3-8-binder-slot-FA241-1.webp | 100::current_basename::production_images::columbia-6-32-x-3-8-binder-slot-FA241-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa241-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa241-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-4-binder-slot-FA239-1.webp,100::current_basename::columbia-6-32-x-3-8-binder-slot-FA241-1.webp | 100::current_basename::columbia-6-32-x-3-8-binder-slot-FA241-2.webp | 81::name_overlap_3::columbia-6-32-x-1-4-binder-slot-FA239-1.webp | 81::name_overlap_3::columbia-6-32-x-1-4-binder-slot-FA239-2.webp | 81::name_overlap_3::columbia-6-32-x-1-8-binder-slot-FA236-1.webp
FA243,simple,"6 - 32 x 3/8"" Flat Slot",columbia-6-32-x-3-8-flat-slot-fa243-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-3-8-flat-slot-FA243-1.webp,products/Production/Images/columbia-6-32-x-3-8-flat-slot-FA243-1.webp,100::current_basename::production_images::columbia-6-32-x-3-8-flat-slot-FA243-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa243-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-4-flat-slot-FA227-1.webp | 75::name_overlap_2::production_images::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 75::name_overlap_2::production_images::columbia-4-40-x-3-8-flat-slot-FA218-1.webp,100::current_basename::columbia-6-32-x-3-8-flat-slot-FA243-1.webp | 81::name_overlap_3::columbia-6-32-x-1-4-flat-slot-FA227-1.webp | 75::name_overlap_2::columbia-4-40-x-1-4-flat-slot-FA214-1.webp | 75::name_overlap_2::columbia-4-40-x-3-8-flat-slot-FA218-1.webp | 75::name_overlap_2::columbia-6-32-x-1-2-fillister-slot-FA245-1.webp
FA244,simple,"6 - 32 x 1/2"" Pan Slot",columbia-6-32-x-1-2-pan-slot-fa244-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-6-32-x-1-2-pan-slot-FA244-1.webp,products/Production/Images/columbia-6-32-x-1-2-pan-slot-FA244-1.webp,100::current_basename::production_images::columbia-6-32-x-1-2-pan-slot-FA244-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa244-01.webp | 81::name_overlap_3::production_images::columbia-8-32-x-1-1-2-pan-slot-FA267-1.webp | 80::name_overlap_3::production_images::columbia-8-32-x-3-16-pan-slot-FA256-1.webp | 80::name_overlap_3::production_images::columbia-8-32-x-3-16-pan-slot-FA256-2.webp,100::current_basename::columbia-6-32-x-1-2-pan-slot-FA244-1.webp | 81::name_overlap_3::columbia-8-32-x-1-1-2-pan-slot-FA267-1.webp | 80::name_overlap_3::columbia-8-32-x-3-16-pan-slot-FA256-1.webp | 80::name_overlap_3::columbia-8-32-x-3-16-pan-slot-FA256-2.webp | 80::name_overlap_3::columbia-8-32-x-3-8-pan-slot-FA260-1.webp
FA249,simple,"8 - 32 x 3/16"" Set Screw",columbia-8-32-x-3-16-set-screw-fa249-1.webp | columbia-8-32-x-3-16-set-screw-fa249-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-3-16-set-screw-FA249-1.webp,products/Production/Images/columbia-8-32-x-3-16-set-screw-FA249-1.webp,100::current_basename::production_images::columbia-8-32-x-3-16-set-screw-FA249-1.webp | 100::current_basename::production_images::columbia-8-32-x-3-16-set-screw-FA249-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa249-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa249-01.webp | 80::name_overlap_3::production_images::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp,100::current_basename::columbia-8-32-x-3-16-set-screw-FA249-1.webp | 100::current_basename::columbia-8-32-x-3-16-set-screw-FA249-2.webp | 80::name_overlap_3::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 80::name_overlap_3::columbia-6-32-x-1-8-set-screw-FA235-1.webp | 76::name_overlap_2::columbia-8-32-x-3-8-socket-screw-FA261-1.webp
FA254,simple,8 - 32 Nyloc Nut,columbia-8-32-nyloc-nut-fa254-1.webp | columbia-8-32-nyloc-nut-fa254-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-nyloc-nut-FA254-1.webp,products/Production/Images/columbia-8-32-nyloc-nut-FA254-1.webp,100::current_basename::production_images::columbia-8-32-nyloc-nut-FA254-1.webp | 100::current_basename::production_images::columbia-8-32-nyloc-nut-FA254-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa254-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa254-01.webp | 80::name_overlap_3::production_images::columbia-6-32-nyloc-jam-nut-FA234-1.webp,100::current_basename::columbia-8-32-nyloc-nut-FA254-1.webp | 100::current_basename::columbia-8-32-nyloc-nut-FA254-2.webp | 80::name_overlap_3::columbia-6-32-nyloc-jam-nut-FA234-1.webp | 80::name_overlap_3::columbia-6-32-nyloc-nut-FA233-1.webp | 80::name_overlap_3::columbia-6-32-nyloc-nut-FA233-2.webp
FA257,simple,"8 - 32 X 1/4"" Fillister Slot",columbia-8-32-x-1-4-fillister-slot-fa257-1.webp | columbia-8-32-x-1-4-fillister-slot-fa257-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-1-4-fillister-slot-FA257-1.webp,products/Production/Images/columbia-8-32-x-1-4-fillister-slot-FA257-1.webp,100::current_basename::production_images::columbia-8-32-x-1-4-fillister-slot-FA257-1.webp | 100::current_basename::production_images::columbia-8-32-x-1-4-fillister-slot-FA257-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa257-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa257-01.webp | 81::name_overlap_3::production_images::columbia-6-32-x-1-2-fillister-slot-FA245-1.webp,100::current_basename::columbia-8-32-x-1-4-fillister-slot-FA257-1.webp | 100::current_basename::columbia-8-32-x-1-4-fillister-slot-FA257-2.webp | 81::name_overlap_3::columbia-6-32-x-1-2-fillister-slot-FA245-1.webp | 81::name_overlap_3::columbia-6-32-x-1-2-fillister-slot-FA245-2.webp | 81::name_overlap_3::columbia-6-32-x-3-16-fillister-slot-FA238-1.webp
FA258,simple,"8 - 32 X 1/4"" Half Dog Set",columbia-8-32-x-1-4-half-dog-set-fa258-1.webp | columbia-8-32-x-1-4-half-dog-set-fa258-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-1-4-half-dog-set-FA258-1.webp,products/Production/Images/columbia-8-32-x-1-4-half-dog-set-FA258-1.webp,100::current_basename::production_images::columbia-8-32-x-1-4-half-dog-set-FA258-1.webp | 100::current_basename::production_images::columbia-8-32-x-1-4-half-dog-set-FA258-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa258-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa258-01.webp | 74::name_overlap_2::production_images::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp,100::current_basename::columbia-8-32-x-1-4-half-dog-set-FA258-1.webp | 100::current_basename::columbia-8-32-x-1-4-half-dog-set-FA258-2.webp | 74::name_overlap_2::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 74::name_overlap_2::columbia-6-32-x-1-8-set-screw-FA235-1.webp | 73::name_overlap_2::columbia-8-32-x-3-16-set-screw-FA249-1.webp
FA259,simple,"FA259 8 - 32 X 5/16"" Binder Slot",columbia-fa259-8-32-x-5-16-binder-slot-fa259-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp,products/Production/Images/columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp,100::current_basename::production_images::columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa259-01.webp | 86::name_overlap_4::production_images::columbia-6-32-x-3-16-binder-slot-FA237-1.webp | 81::name_overlap_3::production_images::columbia-2-56-x-3-16-binder-slot-FA199-1.webp | 81::name_overlap_3::production_images::columbia-4-40-x-3-16-binder-slot-FA210-1.webp,100::current_basename::columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp | 86::name_overlap_4::columbia-6-32-x-3-16-binder-slot-FA237-1.webp | 81::name_overlap_3::columbia-2-56-x-3-16-binder-slot-FA199-1.webp | 81::name_overlap_3::columbia-4-40-x-3-16-binder-slot-FA210-1.webp | 81::name_overlap_3::columbia-4-40-x-5-16-binder-slot-FA215-1.webp
FA260,simple,"8 - 32 x 3/8"" Pan Slot",columbia-8-32-x-3-8-pan-slot-fa260-1.webp | columbia-8-32-x-3-8-pan-slot-fa260-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-3-8-pan-slot-FA260-1.webp,products/Production/Images/columbia-8-32-x-3-8-pan-slot-FA260-1.webp,100::current_basename::production_images::columbia-8-32-x-3-8-pan-slot-FA260-1.webp | 100::current_basename::production_images::columbia-8-32-x-3-8-pan-slot-FA260-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa260-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa260-01.webp | 81::name_overlap_3::production_images::columbia-8-32-x-3-16-pan-slot-FA256-1.webp,100::current_basename::columbia-8-32-x-3-8-pan-slot-FA260-1.webp | 100::current_basename::columbia-8-32-x-3-8-pan-slot-FA260-2.webp | 81::name_overlap_3::columbia-8-32-x-3-16-pan-slot-FA256-1.webp | 81::name_overlap_3::columbia-8-32-x-3-16-pan-slot-FA256-2.webp | 80::name_overlap_3::columbia-6-32-x-1-2-pan-slot-FA244-1.webp
FA264,simple,"8 - 32 x 5/8"" Truss Slot",columbia-8-32-x-5-8-truss-slot-fa264-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-5-8-truss-slot-FA264-1.webp,products/Production/Images/columbia-8-32-x-5-8-truss-slot-FA264-1.webp,100::current_basename::production_images::columbia-8-32-x-5-8-truss-slot-FA264-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa264-01.webp | 81::name_overlap_3::production_images::columbia-8-32-x-3-4-truss-slot-FA265-1.webp | 81::name_overlap_3::production_images::columbia-8-32-x-3-4-truss-slot-FA265-2.webp | 75::name_overlap_2::production_images::columbia-4-40-x-3-16-truss-slot-FA212-1.webp,100::current_basename::columbia-8-32-x-5-8-truss-slot-FA264-1.webp | 81::name_overlap_3::columbia-8-32-x-3-4-truss-slot-FA265-1.webp | 81::name_overlap_3::columbia-8-32-x-3-4-truss-slot-FA265-2.webp | 75::name_overlap_2::columbia-4-40-x-3-16-truss-slot-FA212-1.webp | 75::name_overlap_2::columbia-6-32-x-1-8-binder-slot-FA236-1.webp
FA265,simple,"8 - 32 X 3/4"" Truss Slot",columbia-8-32-x-3-4-truss-slot-fa265-1.webp | columbia-8-32-x-3-4-truss-slot-fa265-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-3-4-truss-slot-FA265-1.webp,products/Production/Images/columbia-8-32-x-3-4-truss-slot-FA265-1.webp,100::current_basename::production_images::columbia-8-32-x-3-4-truss-slot-FA265-1.webp | 100::current_basename::production_images::columbia-8-32-x-3-4-truss-slot-FA265-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa265-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa265-01.webp | 81::name_overlap_3::production_images::columbia-8-32-x-5-8-truss-slot-FA264-1.webp,100::current_basename::columbia-8-32-x-3-4-truss-slot-FA265-1.webp | 100::current_basename::columbia-8-32-x-3-4-truss-slot-FA265-2.webp | 81::name_overlap_3::columbia-8-32-x-5-8-truss-slot-FA264-1.webp | 75::name_overlap_2::columbia-4-40-x-3-16-truss-slot-FA212-1.webp | 75::name_overlap_2::columbia-6-32-x-1-4-binder-slot-FA239-1.webp
FA271,simple,10 - 24 Nyloc Nut,columbia-10-24-nyloc-nut-fa271-1.webp | columbia-10-24-nyloc-nut-fa271-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-10-24-nyloc-nut-FA271-1.webp,products/Production/Images/columbia-10-24-nyloc-nut-FA271-1.webp,100::current_basename::production_images::columbia-10-24-nyloc-nut-FA271-1.webp | 100::current_basename::production_images::columbia-10-24-nyloc-nut-FA271-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa271-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa271-01.webp | 79::name_overlap_3::production_images::columbia-10-24-wing-nut-FA272-1.webp,100::current_basename::columbia-10-24-nyloc-nut-FA271-1.webp | 100::current_basename::columbia-10-24-nyloc-nut-FA271-2.webp | 79::name_overlap_3::columbia-10-24-wing-nut-FA272-1.webp | 79::name_overlap_3::columbia-10-32-x-nyloc-jam-nut-2-per-pack-fa281-1.webp | 75::name_overlap_2::columbia-1-4-20-nyloc-jam-nut-FA292-1.webp
