sku,name,category,part_url,image_src,local_path,status,notes
196003,TapeTech®Hinge Casting,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/196003-hinge-casting,,,pending,
190001,TapeTech®Lever,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/190001-lever,,,pending,
883014,TapeTech®Lifter,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/883014-lifter,,,pending,
880053,TapeTech®Lock Block,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/880053-lock-block,,,pending,
882013,TapeTech®Locking Pin,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/882013-locking-pin,,,pending,
880006,TapeTech®Master Link,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/880006-master-link,,,pending,
190036,TapeTech®Pin,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/190036-pin,,,pending,
191006,TapeTech®Pin for 88TTE Handle,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/191006-pin-for-88tte-handle,,,pending,
881005,TapeTech®Rear Brake Lever,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/881005-rear-brake-lever,,,pending,
880004,TapeTech®Rear Brake Lever Bracket,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/880004-rear-brake-lever-bracket,,,pending,
191007,TapeTech®Rod,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/191007-rod,,,pending,
889055,TapeTech®Spacer,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/889055-spacer,,,pending,
889027,TapeTech®Special Lock Washer,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/889027-special-lock-washer,,,pending,
883001G,TapeTech®Extendable Handle Tube,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/883001g-extendable-handle-tube,,,pending,
883020,TapeTech®Extrusion Insert,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/883020-extrusion-insert,,,pending,
882002,TapeTech®Profile Extrusion Tube,Tapetech Extendable Handle Parts,https://greatlakestapingtools.com/part/882002-profile-extrusion-tube,,,pending,
600005,"TapeTech®2"" Nail Spotter Blade",Tapetech Nail Spotter Parts,https://greatlakestapingtools.com/part/600005-2-nail-spotter-blade,,,pending,
631015,"TapeTech®2"" Nail Spotter Wiper",Tapetech Nail Spotter Parts,https://greatlakestapingtools.com/part/631015-2-nail-spotter-wiper,,,pending,
650005,"TapeTech®3"" Nail Spotter Blade",Tapetech Nail Spotter Parts,https://greatlakestapingtools.com/part/650005-3-nail-spotter-blade,,,pending,
681015,"TapeTech®3"" Nail Spotter Wiper",Tapetech Nail Spotter Parts,https://greatlakestapingtools.com/part/681015-3-nail-spotter-wiper,,,pending,
609050,"TapeTech®6-32 x 3/32"" Round Screw",Tapetech Nail Spotter Parts,https://greatlakestapingtools.com/part/609050-6-32-x-332-round-screw,,,pending,
632026,TapeTech®Nail Spotter Spring,Tapetech Nail Spotter Parts,https://greatlakestapingtools.com/part/632026-nail-spotter-spring,,,pending,
