SKU,Part Name,Brand,Status,WooCommerce Type,Price
MH6,MH6 - Hinge Pin,,UPDATE,simple,5.00
MH7,MH7 - Connecting Link Fork,,UPDATE,simple,30.00
MH8,MH8 - Brake Rod Bushing,,UPDATE,simple,9.00
MH9A,MH9A - Brake Activation Rod,,UPDATE,simple,25.00
MHR-K,Columbia Matrix Handle Maintenance Kit,,UPDATE,simple,105.00
MP11,MP11 - Piston Shaft,,UPDATE,simple,52.00
MP13,MP13 - Piston Backing Washer (Large),,UPDATE,simple,8.00
MP13A,MP13A - Piston Backing Washer (Small),,UPDATE,simple,12.00
MP14,MP14 - Piston Cup,,UPDATE,simple,12.00
MP2,MP2 - Foot Valve Casting,,UPDATE,simple,30.00
MP23,MP23 - Mud Pump Seal,,UPDATE,simple,4.00
MP24,MP24 - Mud Pump Screen,,UPDATE,simple,4.00
MP25,MP25 - Filler Studs,,UPDATE,simple,10.00
MP28,MP28 - Filler Nut,,UPDATE,simple,9.00
MP3,MP3 - Pump Flapper Valve,,UPDATE,simple,4.00
MP32,MP32 - Backing Washer Locator,,UPDATE,simple,2.00
MP33,MP33 - Filler Gasket,,UPDATE,simple,2.00
MP34,MP34 - Pump Adaptor,,UPDATE,simple,64.00
MP36,MP36 - Nylatron Bushing,,UPDATE,simple,6.00
MP39,MP39 - Sleeve,,UPDATE,simple,3.00
MP5,MP5 - Head Bushing,,UPDATE,simple,23.00
MP6,MP6 - Handle Link,,UPDATE,simple,34.00
MP7,MP7 - Pump Handle,,UPDATE,simple,89.00
MP8,MP8 - Leg,,UPDATE,simple,72.00
MP9,MP9 - Standard Fitting,,UPDATE,simple,16.00
MP9A,MP9A - Connecting Chain,,UPDATE,simple,2.00
MP9C,MP9C - S-Hook,,UPDATE,simple,4.00
MPR-1,Columbia Mud Pump Repair Kit,,UPDATE,simple,32.00
PFB07,"7""",,UPDATE,simple,16.00
PFB12,"12""",,UPDATE,simple,21.00
PFB14,"14""",,UPDATE,simple,24.00
PFB18,"18""",,UPDATE,simple,28.00
PFB24,"24""",,UPDATE,simple,36.00
PFB32,"32""",,UPDATE,simple,46.00
PFB40,"40""",,UPDATE,simple,58.00
PFB48,"48""",,UPDATE,simple,67.00
PIP200,TapeTech Gooser Assembly Kit,,UPDATE,simple,217.00
PIP215,TapeTech Drive Dog Assembly Kit,,UPDATE,simple,192.00
PIP335,TapeTech Piston Assembly Kit,,UPDATE,simple,254.00
PIP340,TapeTech Cutter Chain Assembly Kit,,UPDATE,simple,155.00
PIP501A,TapeTech Taper Repair Kit,,UPDATE,simple,69.00
PIP501C10,"10""",,UPDATE,simple,26.00
PIP501C12,"12""",,UPDATE,simple,28.00
PIP501C7,"7""",,UPDATE,simple,24.00
PIP501F25A,"2.5""",,UPDATE,simple,41.00
PIP501F2A,"2""",,UPDATE,simple,25.00
PIP501F3A,"3""",,UPDATE,simple,40.00
PIP501F4A,"3"" EasyRoll",,UPDATE,simple,41.00
PIP501F4AX,"3.5"" EasyRoll",,UPDATE,simple,79.00
PIP501H,TapeTech Pump Repair Kit #1,,UPDATE,simple,24.00
PIP501J,TapeTech EasyClean® Pump Maintenance Kit,,UPDATE,simple,24.00
PIP502A,TapeTech Taper Repair Kit #2,,UPDATE,simple,71.00
PIP502CN,TapeTech Flat Box Wheel Repair Kit,,UPDATE,simple,39.00
PIP502F2,"2""",,UPDATE,simple,89.00
PIP502F25,"2.5""",,UPDATE,simple,96.00
PIP502F3,"3""",,UPDATE,simple,102.00
PIP502F4,"3"" EasyRoll",,UPDATE,simple,95.00
PIP502F4X,"3.5"" EasyRoll",,UPDATE,simple,99.00
PIP502H,TapeTech Pump Repair Kit #2,,UPDATE,simple,36.00
PIPEZROLL-KIT,TapeTech EasyRoll® Wheel Kit,,UPDATE,simple,53.00
PIPEZROLL10-A,"10""",,UPDATE,simple,93.00
PIPEZROLL12-A,"12""",,UPDATE,simple,93.00
PIPEZROLL7-A,"7""",,UPDATE,simple,93.00
SB2-10,"10""",,UPDATE,simple,31.00
SB2-12,"12""",,UPDATE,simple,40.00
SB2-14,"14""",,UPDATE,simple,48.00
SB2-18,"18""",,UPDATE,simple,57.00
SB2-24,"24""",,UPDATE,simple,66.00
SB2-32,"32""",,UPDATE,simple,74.00
SB2-40,"40""",,UPDATE,simple,92.00
SB2-48,"48""",,UPDATE,simple,96.00
SB2-7,"7""",,UPDATE,simple,22.00
BH1__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,BH1 - Mounting Plate,,ADD,simple,31.00
BH1__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,BH1 - Mounting Plate,,ADD,simple,31.00
BH5__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,BH5 - Upper Mounting Bracket,,ADD,simple,10.00
BH5__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,BH5 - Upper Mounting Bracket,,ADD,simple,10.00
BH6__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,BH6 - Hinge Pin,,ADD,simple,10.00
BH6__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,BH6 - Hinge Pin,,ADD,simple,10.00
CFB5B__COLUMBIA-CONE-BALL,Columbia Cone Ball,,ADD,simple,16.00
CFB5B__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,CFB5B - Cone Ball,,ADD,simple,16.00
CT72__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,CT72 - Cable,,ADD,simple,10.00
CT72__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,CT72 - Cable,,ADD,simple,10.00
FA207__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,FA207 - 4-40 Nyloc Nut,,ADD,simple,2.00
FA207__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,FA207 - 4-40 Nyloc Nut,,ADD,simple,2.00
FA208__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,"FA208 - 4-40 x 1/8"" Binder Slot",,ADD,simple,1.00
FA208__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA208 - 4-40 x 1/8"" Binder Slot",,ADD,simple,1.00
FA213__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA213 - 4-40 x 1/4"" Binder Slot",,ADD,simple,1.00
FA213__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA213 - 4-40 x 1/4"" Binder Slot",,ADD,simple,1.00
FA219__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,"FA219 - 4-40 x 1/2"" Fillister Slot",,ADD,simple,1.00
FA219__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA219 - 4-40 x 1/2"" Fillister Slot",,ADD,simple,1.00
FA219__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA219 - 4-40 X 1/2"" Fillister Slot",,ADD,simple,1.00
FA220__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,"FA220 - 4-40 x 3/4"" Hex Bolt",,ADD,simple,1.00
FA220__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA220 - 4-40 x 3/4"" Hex Bolt",,ADD,simple,1.00
FA228__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,FA228 - #6 Flat Washer,,ADD,simple,1.00
FA228__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FA228 - #6 Flat Washer,,ADD,simple,1.00
FA228__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FA228 - #6 Flat Washer,,ADD,simple,1.00
FA229__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,FA229 - #6 Lock Washer,,ADD,simple,1.00
FA229__COLUMBIA-MATRIX-HANDLE-REPAIR-PARTS,FA229 - #6 Lock Washer,,ADD,simple,1.00
FA231__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA231 - 6-32 x 3/8"" Hex Bolt",,ADD,simple,1.00
FA231__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,"FA231 - 6-32 x 3/8"" Hex Bolt",,ADD,simple,1.00
FA231__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,"FA231 - 6-32 x 3/8"" Hex Bolt",,ADD,simple,1.00
FA232__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FA232 - 6-32 Hex Nut,,ADD,simple,2.00
FA232__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FA232 - 6-32 Hex Nut,,ADD,simple,2.00
FA233__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,FA233 - 6-32 Nyloc Nut,,ADD,simple,2.00
FA233__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FA233 - 6-32 Nyloc Nut,,ADD,simple,2.00
FA238__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA238 - 6-32 x 3/16"" Fillister Slot",,ADD,simple,2.00
FA238__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA238 - 6-32 X 3/16"" Fillister Slot",,ADD,simple,2.00
FA238__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,"FA238 - 6-32 X 3/16"" Fillister Slot",,ADD,simple,2.00
FA239__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,"FA239 - 6-32 x 1/4"" Binder Slot",,ADD,simple,1.00
FA239__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA239 - 6-32 x 1/4"" Binder Slot",,ADD,simple,1.00
FA239__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,"FA239 - 6-32 X 1/4"" Binder Slot",,ADD,simple,1.00
FA241__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA241 - 6-32 x 3/8"" Binder Slot",,ADD,simple,1.00
FA241__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA241 - 6-32 X 3/8"" Binder Slot",,ADD,simple,1.00
FA241__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,"FA241 - 6-32 X 3/8"" Binder Slot",,ADD,simple,1.00
FA241__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,"FA241 - 6-32 X 3/8"" Binder Slot",,ADD,simple,1.00
FA245__COLUMBIA-ANGLE-HEAD-REPAIR-PARTS,"FA245 - 6-32 X 1/2"" Fillister Slot",,ADD,simple,1.00
FA245__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA245 - 6-32 x 1/2"" Fillister Slot",,ADD,simple,1.00
FA247__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA247 - 6-32 X 5/8"" Hex Bolt",,ADD,simple,2.00
FA247__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,"FA247 - 6-32 X 5/8"" Hex Bolt",,ADD,simple,2.00
FA247__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,"FA247 - 6-32 X 5/8"" Hex Bolt",,ADD,simple,2.00
FA249__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,"FA249 - 8-32 x 3/16"" Set Screw",,ADD,simple,2.00
FA249__COLUMBIA-HOT-MUD-PUMP-REPAIR-PARTS,"FA249 - 8-32X3/16"" Set Screw",,ADD,simple,2.00
FA252__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FA252 - #8 Star Washer,,ADD,simple,1.00
FA252__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,FA252 - #8 Star Washer,,ADD,simple,1.00
FA253__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,FA253 - #8 Flat Washer,,ADD,simple,1.00
FA253__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FA253 - #8 Flat Washer,,ADD,simple,1.00
FA254__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,FA254 - 8-32 Nyloc Nut,,ADD,simple,2.00
FA254__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FA254 - 8-32 Nyloc Nut,,ADD,simple,2.00
FA256__COLUMBIA-HOT-MUD-PUMP-REPAIR-PARTS,"FA256 - 8-32 X 3/16"" Pan Slot",,ADD,simple,1.00
FA256__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,"FA256 - 8-32 X 3/16"" Pan Slot",,ADD,simple,1.00
FA256__COLUMBIA-MATRIX-HANDLE-REPAIR-PARTS,"FA256 - 8-32 x 3/16"" Pan Slot",,ADD,simple,1.00
FA257__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,"FA257 - 8-32 X 1/4"" Fillister Slot",,ADD,simple,1.00
FA257__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA257 - 8-32 x 1/4"" Fillister Slot",,ADD,simple,1.00
FA258__COLUMBIA-ANGLE-HEAD-REPAIR-PARTS,FA258 - 8-32X 1/4 Half Dog Set,,ADD,simple,2.00
FA258__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA258 - 8-32 X 1/4"" Half Dog Set",,ADD,simple,2.00
FA258__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FA258 - 8-32X 1/4 Half Dog Set,,ADD,simple,2.00
FA258__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FA258 - 8-32X 1/4 Half Dog Set,,ADD,simple,2.00
FA258__COLUMBIA-MATRIX-HANDLE-REPAIR-PARTS,"FA258 - 8-32 x 1/4"" Half Dog Set",,ADD,simple,2.00
FA260__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,"FA260 - 8-32 x 3/8"" Pan Slot",,ADD,simple,1.00
FA260__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,"FA260 - 8-32 x 3/8"" Pan Slot",,ADD,simple,1.00
FA260__COLUMBIA-HOT-MUD-PUMP-REPAIR-PARTS,"FA260 - 8-32 x 3/8"" Pan Slot",,ADD,simple,1.00
FA262__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,"FA262 - 8-32 x 1/2"" Socket",,ADD,simple,2.00
FA262__COLUMBIA-CORNER-ROLLER-REPAIR-PARTS,"FA262 - 8-32 x 1/2"" Socket",,ADD,simple,2.00
FA265__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,"FA265 - 8-32 X 3/4"" Truss Slot",,ADD,simple,1.00
FA265__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS,"FA265 - 8-32 x 3/4"" Truss Slot",,ADD,simple,1.00
FA268__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,FA268 - #10 Flat Washer,,ADD,simple,1.00
FA268__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FA268 - #10 Flat Washer,,ADD,simple,1.00
FA271__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FA271 - 10-24 Nyloc Nut,,ADD,simple,2.00
FA271__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FA271 - 10-24 Nyloc Nut,,ADD,simple,2.00
FA271__COLUMBIA-HOT-MUD-PUMP-REPAIR-PARTS,FA271 - 10-24 Nyloc Nut,,ADD,simple,2.00
FA280__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FA280 - #10 Belleville Washer,,ADD,simple,1.00
FA280__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FA280 - #10 Belleville Washer,,ADD,simple,1.00
FA280__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FA280 - #10 Belleville Washer,,ADD,simple,1.00
FA292__COLUMBIA-AUTOMATIC-TAPER-BODY-REPAIR-PARTS,FA292 - 1/4-20 Nyloc Jam Nut,,ADD,simple,2.00
FA292__COLUMBIA-HOT-MUD-PUMP-REPAIR-PARTS,FA292 1/4-20 Nyloc Jam Nut,,ADD,simple,2.00
FA311__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,"FA311 1/4-28 X 1/2"" Socket Head",,ADD,simple,2.00
FA311__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,"FA311 - 1/4-28 X 1/2"" Socket Head",,ADD,simple,2.00
FA312__COLUMBIA-180-GRIP-BOX-HANDLE-REPAIR-PARTS,"FA312 - 10-24 X 1/4"" Socket Hand Set",,ADD,simple,2.00
FA312__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,"FA312 - 10-24 X 1/4"" Socket Hand Set",,ADD,simple,2.00
FFB32A__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FFB32A - Thumb Release Clip Screw,,ADD,simple,2.00
FFB32A__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FFB32A - Thumb Release Clip Screw,,ADD,simple,2.00
FFB32A__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FFB32A - Thumb Release Clip Screw,,ADD,simple,2.00
FFB32__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS,FFB32 - Door Stop,,ADD,simple,3.00
FFB32__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS,FFB32 - Door Stop,,ADD,simple,3.00
FFB32__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS,FFB32 - Door Stop,,ADD,simple,3.00
HH35__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,HH35 - Handle Grip,,ADD,simple,7.00
HH35__COLUMBIA-MATRIX-HANDLE-REPAIR-PARTS,HH35 - Handle Grip,,ADD,simple,7.00
HH8__COLUMBIA-HYDRA-REACH-BOX-HANDLE-REPAIR-PARTS,HH8 - Hydra Reach Handle Tube,,ADD,simple,46.00
HH8__COLUMBIA-MATRIX-HANDLE-REPAIR-PARTS,HH8 - Handle Tube,,ADD,simple,46.00
MP23A__COLUMBIA-BOX-FILLER-ADAPTOR-PARTS,MP23A - O-Ring,,ADD,simple,2.00
MP23A__COLUMBIA-HOT-MUD-PUMP-REPAIR-PARTS,MP23A - O-Ring,,ADD,simple,2.00
